seller_id,product_id,product_title,category,price,discount_pct,rating,num_reviews,orders_last_30d,views_last_30d,trend_score,cod_share,rto_rate,return_rate,succeeded
S101,P0092,Embroidered Kurti Set,Kurtis,1211.0,15,3.52,69,28,174,0.692,0.589,0.115,0.127,0
S101,P0093,Ethnic Juttis,Footwear,834.0,5,3.32,43,18,984,0.217,0.419,0.129,0.112,0
S101,P0094,Kids Printed Frock,Kids Wear,753.0,25,4.31,57,56,327,0.602,0.579,0.079,0.113,1
S101,P0095,Kids Pajama Set,Kids Wear,221.0,0,3.98,48,55,63,0.573,0.571,0.09,0.1,1
S101,P0096,Cotton Cushion Cover,Home Decor,1307.0,5,3.6,53,0,278,0.0,0.586,0.072,0.09,0
S101,P0097,Ethnic Juttis,Footwear,659.0,5,4.33,51,29,1162,0.183,0.411,0.117,0.12,0
S101,P0098,Girls Party Dress,Kids Wear,540.0,5,4.41,54,51,38,0.616,0.533,0.089,0.124,1
S101,P0099,Women's Flat Sandals,Footwear,725.0,5,4.09,53,28,203,0.223,0.384,0.122,0.118,0
S101,P0100,Women's Flat Sandals,Footwear,1064.0,10,3.29,53,22,282,0.185,0.415,0.107,0.134,0
S101,P0101,Embroidered Kurti Set,Kurtis,433.0,10,4.17,50,48,636,0.659,0.584,0.115,0.152,1
S101,P0102,Kids Printed Frock,Kids Wear,695.0,5,3.87,57,33,350,0.62,0.541,0.076,0.141,0
S101,P0103,Beaded Bracelet,Jewellery,1039.0,0,4.28,40,38,76,1.0,0.523,0.126,0.114,0
S101,P0104,Cotton Cushion Cover,Home Decor,2055.0,5,4.01,48,0,119,0.0,0.612,0.069,0.095,0
S101,P0105,Ceramic Planter,Home Decor,911.0,20,4.01,50,23,301,0.0,0.607,0.085,0.1,0
S101,P0106,Women's Flat Sandals,Footwear,832.0,10,4.68,46,29,109,0.227,0.383,0.104,0.119,0
S101,P0107,Men's Running Shoes,Footwear,1605.0,5,4.16,48,0,1457,0.193,0.398,0.116,0.122,0
S101,P0108,Kids Printed Frock,Kids Wear,721.0,0,4.3,50,37,687,0.565,0.557,0.075,0.127,0
S101,P0109,Kids Printed Frock,Kids Wear,760.0,0,3.78,70,26,290,0.573,0.603,0.093,0.128,0
S101,P0110,Cotton Straight Kurti,Kurtis,510.0,15,3.43,43,60,697,0.722,0.57,0.107,0.158,1
S101,P0111,LED Fairy Lights,Home Decor,439.0,15,3.52,43,41,747,0.0,0.607,0.074,0.104,1
S101,P0112,Cotton Cushion Cover,Home Decor,1060.0,5,3.78,59,11,204,0.035,0.594,0.078,0.109,0
S101,P0113,Printed A-line Kurti,Kurtis,286.0,25,4.46,42,81,772,0.796,0.587,0.109,0.143,1
S101,P0114,Boys Cotton Shirt,Kids Wear,239.0,10,4.21,60,61,275,0.553,0.572,0.086,0.117,1
S101,P0115,Beaded Bracelet,Jewellery,802.0,0,3.84,51,42,871,0.993,0.539,0.12,0.1,0
S101,P0116,Kundan Choker Set,Jewellery,424.0,25,4.2,50,81,379,0.951,0.529,0.131,0.122,1
S101,P0117,Wireless Mouse,Electronics Accessories,475.0,0,4.22,45,39,74,0.254,0.676,0.106,0.128,0
S102,P0118,Kids Casual Sneakers,Footwear,439.0,10,4.1,50,38,73,0.212,0.367,0.135,0.118,0
S102,P0119,Beaded Bracelet,Jewellery,1349.0,0,3.52,50,15,1137,0.985,0.531,0.145,0.129,0
S102,P0120,Girls Party Dress,Kids Wear,745.0,5,3.91,52,31,582,0.593,0.6,0.082,0.112,0
S102,P0121,Cotton Cushion Cover,Home Decor,986.0,0,3.62,46,2,321,0.0,0.609,0.068,0.098,0
S102,P0122,Ethnic Juttis,Footwear,346.0,0,3.16,48,26,35,0.184,0.372,0.098,0.135,0
S102,P0123,LED Fairy Lights,Home Decor,562.0,20,3.2,43,44,206,0.006,0.607,0.075,0.122,1
S102,P0124,USB Cable 3-pack,Electronics Accessories,720.0,0,3.67,55,20,261,0.252,0.633,0.114,0.108,0
S102,P0125,Kids Casual Sneakers,Footwear,457.0,10,3.69,52,37,408,0.208,0.398,0.11,0.122,0
S102,P0126,Ceramic Planter,Home Decor,1075.0,0,3.66,41,1,822,0.0,0.598,0.068,0.104,0
S102,P0127,Oxidised Silver Jhumkas,Jewellery,1036.0,0,4.35,39,36,701,0.97,0.49,0.132,0.118,0
S102,P0128,Kids Casual Sneakers,Footwear,322.0,25,3.96,41,55,272,0.253,0.409,0.119,0.148,1
S102,P0129,Kids Printed Frock,Kids Wear,345.0,5,3.26,36,50,382,0.653,0.572,0.089,0.117,1
S102,P0130,Ethnic Juttis,Footwear,1433.0,5,4.16,41,0,723,0.165,0.371,0.119,0.119,0
S102,P0131,Bluetooth Neckband,Electronics Accessories,611.0,0,3.76,57,23,253,0.235,0.614,0.111,0.12,0
S102,P0132,Floral Anarkali Kurti,Kurtis,647.0,5,3.73,37,37,601,0.721,0.583,0.099,0.132,0
S102,P0133,Bluetooth Neckband,Electronics Accessories,279.0,20,3.68,40,54,486,0.227,0.64,0.103,0.124,1
S102,P0134,Bluetooth Neckband,Electronics Accessories,1556.0,0,3.14,45,0,357,0.238,0.629,0.124,0.145,0
S102,P0135,Kids Printed Frock,Kids Wear,466.0,20,4.7,39,58,641,0.633,0.585,0.092,0.123,1
S102,P0136,Ethnic Juttis,Footwear,862.0,20,3.81,42,28,78,0.196,0.407,0.106,0.118,0
S102,P0137,Men's Running Shoes,Footwear,382.0,20,4.06,50,51,646,0.158,0.405,0.123,0.109,1
S102,P0138,Cotton Cushion Cover,Home Decor,509.0,10,3.69,51,28,128,0.016,0.611,0.066,0.111,0
S102,P0139,Women's Flat Sandals,Footwear,1461.0,0,4.26,53,0,210,0.188,0.404,0.12,0.109,0
S102,P0140,Wireless Mouse,Electronics Accessories,522.0,0,3.96,45,21,432,0.226,0.658,0.12,0.112,0
S102,P0141,Oxidised Silver Jhumkas,Jewellery,838.0,20,4.42,64,60,851,1.0,0.536,0.145,0.138,1
S102,P0142,Floral Anarkali Kurti,Kurtis,623.0,20,3.73,47,46,505,0.69,0.544,0.108,0.163,1
S102,P0143,Ceramic Planter,Home Decor,449.0,0,3.87,44,21,222,0.0,0.6,0.081,0.106,0
S102,P0144,Kundan Choker Set,Jewellery,1583.0,15,4.76,41,29,704,0.996,0.484,0.127,0.108,0
S102,P0145,Floral Anarkali Kurti,Kurtis,938.0,0,4.41,48,27,714,0.709,0.531,0.122,0.136,0
S102,P0146,Kids Casual Sneakers,Footwear,739.0,0,3.74,50,19,537,0.211,0.433,0.111,0.123,0
S102,P0147,Ceramic Planter,Home Decor,355.0,0,3.09,54,20,96,0.014,0.62,0.046,0.104,0
S102,P0148,Kundan Choker Set,Jewellery,1584.0,20,4.84,56,38,281,1.0,0.531,0.134,0.126,0
S102,P0149,Cotton Straight Kurti,Kurtis,732.0,0,4.24,47,33,171,0.652,0.578,0.107,0.124,0
S102,P0150,Printed A-line Kurti,Kurtis,830.0,0,4.25,51,30,379,0.626,0.606,0.107,0.141,0
S102,P0151,Cotton Cushion Cover,Home Decor,380.0,0,3.74,45,19,197,0.0,0.574,0.096,0.111,0
S102,P0152,Kids Pajama Set,Kids Wear,726.0,15,4.09,40,47,323,0.622,0.574,0.072,0.113,1
S102,P0153,Cotton Cushion Cover,Home Decor,623.0,5,4.14,54,19,92,0.0,0.59,0.051,0.115,0
S102,P0154,Cotton Straight Kurti,Kurtis,1002.0,25,3.82,52,48,830,0.71,0.585,0.09,0.151,1
S102,P0155,Women's Flat Sandals,Footwear,406.0,15,4.33,48,45,159,0.295,0.402,0.112,0.106,1
S102,P0156,Men's Running Shoes,Footwear,279.0,10,4.63,46,44,840,0.179,0.387,0.122,0.123,1
S102,P0157,Printed A-line Kurti,Kurtis,1366.0,10,4.01,38,19,774,0.715,0.58,0.117,0.14,0
S102,P0158,Printed A-line Kurti,Kurtis,444.0,10,4.36,44,56,781,0.684,0.567,0.104,0.154,1
S102,P0159,Oxidised Silver Jhumkas,Jewellery,1408.0,10,4.07,51,30,392,1.0,0.479,0.134,0.115,0
S102,P0160,Wireless Mouse,Electronics Accessories,1471.0,0,3.73,43,0,78,0.273,0.657,0.115,0.124,0
S102,P0161,Wall Hanging Clock,Home Decor,1004.0,0,4.19,53,8,39,0.0,0.581,0.073,0.117,0
S102,P0162,Printed A-line Kurti,Kurtis,1552.0,15,4.77,40,22,403,0.724,0.58,0.104,0.156,0
S102,P0163,Floral Anarkali Kurti,Kurtis,998.0,0,4.11,41,26,1440,0.718,0.577,0.111,0.141,0
S102,P0164,Kids Pajama Set,Kids Wear,458.0,0,4.08,54,47,222,0.583,0.572,0.094,0.115,1
S102,P0165,Kids Casual Sneakers,Footwear,1258.0,15,3.92,50,18,182,0.166,0.382,0.13,0.116,0
S102,P0166,Floral Anarkali Kurti,Kurtis,784.0,15,4.16,56,40,410,0.707,0.595,0.107,0.144,1
S102,P0167,Girls Party Dress,Kids Wear,426.0,5,3.87,47,51,673,0.601,0.579,0.094,0.128,1
S102,P0168,Boys Cotton Shirt,Kids Wear,402.0,0,4.22,48,46,586,0.642,0.55,0.083,0.112,1
S102,P0169,Floral Anarkali Kurti,Kurtis,829.0,0,3.83,48,29,566,0.711,0.593,0.11,0.151,0
S102,P0170,Phone Ring Holder,Electronics Accessories,1154.0,0,4.42,48,12,598,0.241,0.65,0.092,0.105,0
S102,P0171,Women's Flat Sandals,Footwear,259.0,20,3.9,48,56,72,0.209,0.378,0.124,0.119,1
S102,P0172,Oxidised Silver Jhumkas,Jewellery,1453.0,10,3.79,36,16,1004,0.986,0.518,0.147,0.112,0
S102,P0173,Wireless Mouse,Electronics Accessories,1022.0,10,3.74,53,20,479,0.275,0.653,0.119,0.114,0
S102,P0174,Printed A-line Kurti,Kurtis,913.0,5,4.25,50,34,531,0.688,0.575,0.121,0.126,0
S102,P0175,USB Cable 3-pack,Electronics Accessories,753.0,0,4.21,37,27,177,0.302,0.631,0.101,0.1,0
S103,P0176,Cotton Straight Kurti,Kurtis,454.0,15,4.17,27,44,512,0.693,0.563,0.108,0.145,1
S103,P0177,Ceramic Planter,Home Decor,580.0,0,4.37,34,18,80,0.0,0.585,0.092,0.103,0
S103,P0178,Floral Anarkali Kurti,Kurtis,965.0,10,3.42,32,27,757,0.682,0.568,0.103,0.158,0
S103,P0179,Kids Printed Frock,Kids Wear,363.0,5,3.99,40,46,741,0.634,0.571,0.083,0.115,1
S103,P0180,Kids Casual Sneakers,Footwear,285.0,5,4.58,39,37,853,0.156,0.408,0.111,0.125,0
S103,P0181,Cotton Straight Kurti,Kurtis,1633.0,10,3.97,25,9,1010,0.717,0.592,0.1,0.16,0
S103,P0182,LED Fairy Lights,Home Decor,1372.0,0,4.36,32,0,279,0.0,0.615,0.063,0.093,0
S103,P0183,Pearl Drop Earrings,Jewellery,247.0,15,3.93,36,78,828,0.952,0.488,0.108,0.124,1
S103,P0184,Kundan Choker Set,Jewellery,558.0,15,2.97,41,43,265,0.986,0.547,0.139,0.123,1
S103,P0185,Floral Anarkali Kurti,Kurtis,664.0,15,3.85,34,42,50,0.649,0.572,0.105,0.144,1
S103,P0186,Kundan Choker Set,Jewellery,601.0,5,3.6,40,44,184,1.0,0.511,0.128,0.115,1
S103,P0187,Ethnic Juttis,Footwear,584.0,20,4.49,32,41,197,0.233,0.4,0.13,0.124,1
S103,P0188,Men's Running Shoes,Footwear,621.0,10,3.8,27,30,33,0.217,0.375,0.112,0.124,0
S103,P0189,Phone Ring Holder,Electronics Accessories,724.0,10,4.07,34,25,45,0.222,0.647,0.115,0.119,0
S103,P0190,Kids Printed Frock,Kids Wear,1320.0,5,3.62,25,5,463,0.528,0.617,0.076,0.112,0
S103,P0191,Wireless Mouse,Electronics Accessories,1743.0,20,3.85,24,0,398,0.314,0.63,0.111,0.102,0
S103,P0192,Kids Casual Sneakers,Footwear,863.0,15,3.7,29,18,406,0.207,0.367,0.102,0.125,0
S103,P0193,Ceramic Planter,Home Decor,938.0,25,2.85,32,15,55,0.0,0.626,0.082,0.094,0
S103,P0194,Wall Hanging Clock,Home Decor,1409.0,0,4.24,32,0,54,0.03,0.588,0.1,0.102,0
S103,P0195,Kundan Choker Set,Jewellery,703.0,0,3.32,25,33,854,0.986,0.496,0.136,0.112,0
S103,P0196,Bluetooth Neckband,Electronics Accessories,545.0,20,3.49,49,27,166,0.247,0.639,0.118,0.105,0
S103,P0197,Printed A-line Kurti,Kurtis,1053.0,0,4.29,42,22,438,0.671,0.556,0.108,0.15,0
S103,P0198,Women's Flat Sandals,Footwear,1169.0,0,3.09,33,0,441,0.198,0.382,0.127,0.119,0
S103,P0199,Boys Cotton Shirt,Kids Wear,766.0,25,4.4,41,51,386,0.61,0.586,0.079,0.11,1
S103,P0200,Boys Cotton Shirt,Kids Wear,341.0,25,3.42,32,66,745,0.637,0.552,0.082,0.101,1
S103,P0201,Wireless Mouse,Electronics Accessories,597.0,20,4.36,29,41,256,0.251,0.664,0.11,0.115,1
S103,P0202,Girls Party Dress,Kids Wear,1199.0,0,4.28,27,11,213,0.621,0.576,0.084,0.127,0
S103,P0203,Cotton Cushion Cover,Home Decor,979.0,5,3.42,43,0,57,0.004,0.587,0.09,0.079,0
S103,P0204,Kundan Choker Set,Jewellery,1003.0,5,3.77,34,36,1333,0.994,0.508,0.121,0.118,0
S103,P0205,Boys Cotton Shirt,Kids Wear,2322.0,0,3.45,31,0,278,0.591,0.576,0.089,0.135,0
S103,P0206,Kids Pajama Set,Kids Wear,1486.0,20,4.04,51,23,847,0.568,0.585,0.083,0.126,0
S103,P0207,Kids Printed Frock,Kids Wear,734.0,5,3.96,29,32,370,0.604,0.565,0.064,0.135,0
S103,P0208,Bluetooth Neckband,Electronics Accessories,1053.0,0,4.27,31,7,493,0.262,0.66,0.109,0.096,0
S103,P0209,Kundan Choker Set,Jewellery,437.0,10,4.51,42,63,333,1.0,0.499,0.142,0.129,1
S103,P0210,Printed A-line Kurti,Kurtis,507.0,0,3.49,36,39,485,0.685,0.607,0.105,0.134,0
S103,P0211,Cotton Cushion Cover,Home Decor,550.0,25,3.99,38,33,114,0.0,0.587,0.082,0.113,0
S103,P0212,Girls Party Dress,Kids Wear,664.0,25,3.67,33,49,1257,0.602,0.531,0.099,0.11,1
S103,P0213,Boys Cotton Shirt,Kids Wear,563.0,0,4.0,33,34,609,0.589,0.561,0.084,0.104,0
S103,P0214,Printed A-line Kurti,Kurtis,1210.0,5,4.12,35,10,406,0.648,0.576,0.118,0.137,0
S103,P0215,Ethnic Juttis,Footwear,989.0,20,3.8,24,15,210,0.234,0.383,0.114,0.127,0
S103,P0216,Kids Printed Frock,Kids Wear,1057.0,0,4.32,37,12,473,0.536,0.559,0.079,0.122,0
S103,P0217,Women's Flat Sandals,Footwear,527.0,5,3.57,32,24,15,0.183,0.41,0.131,0.124,0
S103,P0218,Cotton Straight Kurti,Kurtis,386.0,5,3.87,41,43,468,0.67,0.584,0.114,0.144,1
S103,P0219,Boys Cotton Shirt,Kids Wear,560.0,0,3.07,42,31,493,0.628,0.558,0.079,0.122,0
S103,P0220,Cotton Cushion Cover,Home Decor,584.0,15,3.92,42,24,119,0.0,0.626,0.07,0.098,0
S103,P0221,Kundan Choker Set,Jewellery,831.0,0,4.05,51,42,321,1.0,0.538,0.138,0.134,1
S103,P0222,Girls Party Dress,Kids Wear,742.0,0,3.63,36,27,223,0.622,0.547,0.092,0.087,0
S103,P0223,Men's Running Shoes,Footwear,507.0,0,4.59,43,29,263,0.245,0.404,0.119,0.126,0
S104,P0224,Printed A-line Kurti,Kurtis,454.0,25,3.26,31,56,288,0.641,0.546,0.103,0.135,1
S104,P0225,Wireless Mouse,Electronics Accessories,542.0,0,4.23,36,21,342,0.227,0.643,0.098,0.091,0
S104,P0226,Phone Ring Holder,Electronics Accessories,1268.0,15,4.28,45,10,472,0.194,0.595,0.109,0.108,0
S104,P0227,Beaded Bracelet,Jewellery,570.0,0,4.04,23,38,382,1.0,0.499,0.143,0.122,0
S104,P0228,Ceramic Planter,Home Decor,701.0,0,3.7,45,13,189,0.034,0.608,0.069,0.114,0
S104,P0229,Embroidered Kurti Set,Kurtis,738.0,0,3.38,32,24,196,0.686,0.617,0.108,0.141,0
S104,P0230,Cotton Straight Kurti,Kurtis,1441.0,0,3.89,29,6,843,0.672,0.58,0.099,0.148,0
S104,P0231,Pearl Drop Earrings,Jewellery,1558.0,15,4.48,35,21,663,0.97,0.518,0.125,0.128,0
S104,P0232,Phone Ring Holder,Electronics Accessories,461.0,25,4.24,32,54,259,0.312,0.62,0.094,0.097,1
S104,P0233,Kids Printed Frock,Kids Wear,1343.0,0,3.66,30,0,812,0.606,0.591,0.08,0.118,0
S104,P0234,Oxidised Silver Jhumkas,Jewellery,536.0,15,3.71,37,53,811,1.0,0.516,0.125,0.131,1
S104,P0235,Oxidised Silver Jhumkas,Jewellery,1097.0,0,3.64,38,16,1516,0.946,0.542,0.148,0.137,0
S104,P0236,Wall Hanging Clock,Home Decor,772.0,0,3.39,35,2,250,0.006,0.592,0.061,0.095,0
